key,prompt,f_save,is_closeup,negative_prompt,style_prompt
['landmarks'],"The Crested Citadel: This massive fortress was once the seat of power for a powerful chicken warlord. Though now in ruins, many warriors still come to train in the citadel's ancient halls.",results/images/Henhaven/000025.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
['beliefs'],"Feathered Faith: This is the most common religion in Henhaven, followed by the majority of the races. The Feathered Faith centers around the worship of The Great Feathered One, the deity believed to have created the world. Followers of the Feathered Faith believe that all creatures in Henhaven are equal in the eyes of The Great Feathered One, and that each has a role to play in the world.",results/images/Henhaven/000026.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
['beliefs'],"Plumed Pantheon: This religion is followed primarily by those who work with or own plumed poultry. The Plumed Pantheon centers around the worship of The Wattle-Winged Weaver and The Plumed Protector, deities associated with beauty and protection, respectively. Followers of the Plumed Pantheon often hold elaborate ceremonies to celebrate the beauty of their birds, and believe that the feathers of plumed poultry are imbued with magical properties.",results/images/Henhaven/000027.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
['beliefs'],"Taloned Tradition: This religion is followed primarily by hunters and warriors. The Taloned Tradition centers around the worship of The Taloned Tempest and The Clucking Oracle. Followers of the Taloned Tradition believe that the strength of their weapons and the accuracy of their aim are influenced by the favor of The Taloned Tempest, and often offer sacrifices to appease the deity. They also seek guidance from The Clucking Oracle before embarking on hunting expeditions, as it is believed that the deity can offer insights into the movements of prey.",results/images/Henhaven/000028.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
['beliefs'],"Crested Creed: This religion is followed primarily by scholars and academics. The Crested Creed centers around the worship of The Crested Counselor and The Great Feathered One. Followers of the Crested Creed believe that knowledge and wisdom are gifts from The Crested Counselor, and that the pursuit of knowledge is a sacred duty. They also believe that The Great Feathered One has a plan for the world, and that understanding that plan is key to unlocking the secrets of the universe.",results/images/Henhaven/000029.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'city_description']","Cluckingham is a vibrant and bustling city located in the heart of Henhaven. It is known for its large marketplaces, bustling streets, and diverse population of chickens. The city has a rich history, dating back to the early days of Henhaven, when the first settlers arrived on the fertile plains and began to build their homes.

Over time, Cluckingham grew into a thriving hub of commerce and culture. Its marketplaces became famous throughout Henhaven for their wide selection of goods, from fresh produce to handmade crafts. The city also developed a strong tradition of the arts, with many talented chickens creating works of literature, music, and visual art.

Today, Cluckingham is a city of contrasts. Its narrow streets and crowded marketplaces are a testament to its pre-industrial roots, while its bustling businesses and thriving arts scene reflect the energy and creativity of its inhabitants. The city is home to a mix of Feathered Fowl and Beaked Birds, who work together to keep the city running smoothly.

The culture of Cluckingham is rich and diverse. The city is known for its vibrant music scene, with many talented musicians performing in the streets and local venues. The arts are also highly valued, with many talented writers, painters, and sculptors making their homes in the city.

One of the major events in Cluckingham is the annual Harvest Festival. This celebration takes place in the autumn, when the crops are ripe and the city is filled with the bounty of the harvest. The festival is a time of feasting, dancing, and celebration, with chickens from all over Henhaven coming to join in the fun.

Another major event is the Cluckingham Games, a series of athletic competitions held every summer. The games include events such as running, jumping, and wrestling, and are a chance for chickens to show off their strength and agility.

Despite its bustling streets and crowded marketplaces, Cluckingham is also home to many quiet and peaceful places. Its parks and gardens offer a peaceful refuge from the noise and bustle of the city, while its quiet side streets and alleyways are perfect for a leisurely stroll.

All in all, Cluckingham is a city of contrasts, where tradition and innovation, energy and calm, all come together to create a thriving and vibrant community.",results/images/Henhaven/000030.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'lore']","The Great Chicken Plague: A deadly disease sweeps through Cluckingham, killing many of its inhabitants. Colonel Sanders, with the help of Henrietta, works tirelessly to find a cure and save the city from devastation.",results/images/Henhaven/000031.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'lore']","The Beaked Bird Rebellion: Tensions between the Beaked Birds and Feathered Fowl reach a boiling point, leading to a violent rebellion. Sir Cluckles is called upon to lead the city guard in quelling the revolt, while Eggbert works to negotiate a peaceful resolution.",results/images/Henhaven/000032.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'lore']","The Theft of the Golden Egg: Blackbeak and his gang of chicken thieves steal the city's most prized possession, the Golden Egg. The city is thrown into chaos as the search for the egg begins. Pecky, with his acrobatic skills, helps to track down the thieves and recover the egg.",results/images/Henhaven/000033.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'lore']","The Great Fire of Cluckingham: A devastating fire breaks out in the heart of the city, threatening to destroy everything in its path. Lady Cluckington, with her connections to the wealthy elite, rallies support for the rebuilding effort. Meanwhile, Fluffy and her owner work to rescue trapped chickens from burning buildings.",results/images/Henhaven/000034.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'lore']","The Rise of the Cluckingham Kings: A group of ambitious Feathered Fowl, led by a charismatic leader known as ""King Rooster,"" stage a coup and take control of the city. Blackbeak sees an opportunity for profit and aligns himself with the new regime. Henrietta and her followers form a resistance movement, working to overthrow the tyrannical kings and restore order to Cluckingham.",results/images/Henhaven/000035.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'residents', 'Colonel Sanders']","Colonel Sanders is a distinguished and regal-looking Feathered Fowl, with snow-white feathers and a bright red comb on top of his head. He stands tall and proud, with a commanding presence that immediately draws attention. His beady black eyes are piercing, and seem to twinkle with a mischievous glint.

Despite his age, Colonel Sanders is still spry and energetic, with a confident stride that speaks of his years of experience. He wears a crisp, white suit with a black bowtie, which is always impeccably clean and pressed. His suit jacket is adorned with a large, gold button that gleams in the light.

Colonel Sanders' most striking feature is his magnificent white beard, which cascades down his chest in a soft, fluffy cloud. The beard is well-groomed and neatly trimmed, giving the impression of a wise and experienced chicken who has seen many things in his time.

When he's in the kitchen of his famous restaurant, Colonel Sanders is a flurry of activity, moving with lightning-fast speed as he prepares his famous fried chicken. His beak is a blur as he dips the chicken into the batter and then into the hot oil, creating a sizzling symphony of sound and aroma.

Despite his busy schedule, Colonel Sanders always has time for those in need. He is known throughout Cluckingham for his kind heart and his willingness to help anyone who asks. When he's not cooking, he can often be found visiting the sick or the elderly, bringing them comfort and cheer with his friendly demeanor and warm smile.

Overall, Colonel Sanders is a beloved figure in Cluckingham, revered for his culinary skills and his compassionate nature. His presence in the city is a constant reminder of the many things that make Cluckingham such a special and unique place.",results/images/Henhaven/000036.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'residents', 'Blackbeak']","Blackbeak is an imposing figure, even among the other Beaked Birds of Cluckingham. He stands tall and proud, with sharp, angular features that give him a menacing appearance. His beak is long and pointed, like a dagger, and his eyes are sharp and piercing.

Blackbeak's feathers are a deep, glossy black, which makes him stand out in a crowd. His wings are strong and muscular, and he moves with a fluid grace that belies his ruthless nature. He wears a black leather jacket, which is studded with metal spikes and chains. At his waist, he carries a belt with several pouches and a large, wicked-looking knife.

Despite his fearsome appearance, Blackbeak is always surrounded by a group of loyal followers, who look up to him as a leader and protector. He is known for his cunning and his ability to outsmart his enemies, and has a reputation for being ruthless in his pursuit of wealth and power.

When he speaks, Blackbeak's voice is deep and commanding, with a hint of a growl. He chooses his words carefully, and never wastes time on idle chatter. Instead, he gets straight to the point, and expects others to do the same.

Overall, Blackbeak is a force to be reckoned with in Cluckingham. His presence is felt throughout the city, and his criminal activities have made him both feared and respected. Those who cross him do so at their own peril, as he is not one to forgive or forget.",results/images/Henhaven/000037.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
"['cities', 'Cluckingham', 'residents', 'Henrietta']","Henrietta is a stunning Feathered Fowl with soft, fluffy feathers in shades of caramel and cream. Her wings are long and elegant, and she moves with a graceful, fluid motion that is mesmerizing to watch. She stands tall and proud, with a regal bearing that commands attention.

Henrietta's beady black eyes are bright and lively, and seem to sparkle with a mischievous glint. Her beak is sharp and pointed, and her wattle is a bright shade of red, adding a pop of color to her otherwise subdued palette.

Despite her beauty, it is Henrietta's voice that truly sets her apart. When she sings, her whole body seems to come alive with passion and emotion. Her voice is soulful and powerful, with a richness and depth that is rare among chickens. She sings of love, loss, and the struggles of everyday life, touching the hearts of everyone who hears her.

Henrietta is often seen wearing a colorful scarf or a pair of oversized sunglasses, adding a touch of flair to her already stunning appearance. She carries herself with confidence and poise, and is always surrounded by a group of adoring fans.

When she is not performing, Henrietta can often be found in her cozy nest, scribbling lyrics in a tattered notebook or strumming her guitar. Her nest is adorned with a collection of trinkets and treasures, from polished stones to feathers of all shapes and sizes.

Overall, Henrietta is a true icon of Cluckingham, loved and admired by all who know her. She is a talented and passionate artist, with a beauty and grace that is matched only by her incredible voice.",results/images/Henhaven/000038.png,False,"((sfw)), (people:1.1), (human:1.1), easynegative, badhandv4, greyscale, monochrome, water mark, signature, bad anatomy, bad proportions, deformed, poorly drawn hands, extra fingers, extra limbs, blurry","(Chicken:1.1). Not human. Studio Ghibli, illustration, high level of detail and expression. lush, detailed backgrounds, highly expressive characters, emphasis on nature. by Hayao Miyazaki. Chickens heads."
